,HOME_TEAM_ID,HOME_TEAM_NAME,2pointer_PCT_HOME,3pointer_PCT_HOME,FreeThrow_PCT_HOME,Assists_HOME,Rebounds_HOME,VISITOR_TEAM_ID,VISITOR_TEAM_NAME,2pointer_PCT_AWAY,3pointer_PCT_AWAY,FreeThrow_PCT_AWAY,Assists_AWAY,Rebounds_AWAY,HOME_TEAM_WINS
44,1610612758,Kings,0.488,0.344,0.722,23.0,40.0,1610612752,Knicks,0.511,0.429,0.826,19.0,47.0,0
45,1610612738,Celtics,0.482,0.472,0.763,25.0,37.0,1610612751,Nets,0.506,0.444,0.9,24.0,45.0,1
46,1610612749,Bucks,0.54,0.469,0.793,31.0,48.0,1610612756,Suns,0.538,0.452,0.727,33.0,27.0,1
47,1610612764,Wizards,0.523,0.405,0.813,33.0,36.0,1610612754,Pacers,0.518,0.323,0.862,28.0,42.0,1
48,1610612745,Rockets,0.524,0.382,0.667,23.0,45.0,1610612763,Grizzlies,0.454,0.192,0.704,27.0,40.0,1
49,1610612760,Thunder,0.424,0.2,0.895,20.0,47.0,1610612762,Jazz,0.449,0.442,0.765,27.0,48.0,0
50,1610612739,Cavaliers,0.459,0.306,0.652,24.0,58.0,1610612761,Raptors,0.394,0.25,0.615,17.0,45.0,1
51,1610612743,Nuggets,0.54,0.303,0.791,32.0,47.0,1610612740,Pelicans,0.475,0.424,0.69,30.0,49.0,1
52,1610612746,Clippers,0.375,0.324,0.727,17.0,43.0,1610612752,Knicks,0.472,0.448,0.633,19.0,57.0,0
53,1610612742,Mavericks,0.476,0.389,0.741,22.0,39.0,1610612758,Kings,0.489,0.36,0.667,24.0,45.0,1
54,1610612766,Hornets,0.462,0.381,0.793,29.0,50.0,1610612759,Spurs,0.459,0.297,0.8,28.0,51.0,1
55,1610612748,Heat,0.486,0.464,0.842,20.0,38.0,1610612755,76ers,0.341,0.171,0.826,13.0,41.0,1
56,1610612763,Grizzlies,0.5,0.412,0.667,25.0,55.0,1610612753,Magic,0.43,0.314,0.688,25.0,41.0,1
57,1610612750,Timberwolves,0.565,0.405,0.828,36.0,42.0,1610612757,Trail Blazers,0.471,0.421,0.833,24.0,41.0,1
58,1610612747,Lakers,0.494,0.439,0.857,25.0,47.0,1610612744,Warriors,0.5,0.441,0.474,22.0,41.0,1
59,1610612765,Pistons,0.447,0.5,0.667,28.0,52.0,1610612754,Pacers,0.39,0.25,0.643,24.0,55.0,1
60,1610612755,76ers,0.547,0.424,0.906,23.0,30.0,1610612739,Cavaliers,0.537,0.357,0.875,30.0,41.0,1
61,1610612764,Wizards,0.541,0.483,0.889,37.0,41.0,1610612737,Hawks,0.418,0.361,0.824,18.0,39.0,0
62,1610612761,Raptors,0.398,0.324,0.647,22.0,54.0,1610612753,Magic,0.379,0.297,0.952,24.0,55.0,0
63,1610612741,Bulls,0.5,0.385,0.727,25.0,40.0,1610612749,Bucks,0.489,0.323,0.667,20.0,50.0,0
